None,Cp,time
  2.0104E-12, 3.98774E+09,1230
  2.0104E-12, 3.98774E+09,1240
  2.0109E-12, 4.69233E+09,1250
  2.0109E-12, 4.69233E+09,1260
  2.0109E-12, 4.80717E+09,1270
  2.0113E-12, 5.24370E+09,1280
  2.0113E-12, 5.24370E+09,1290
  2.0109E-12, 5.22609E+09,1300
  2.0109E-12, 5.22609E+09,1310
  2.0101E-12, 4.85172E+09,1320
  2.0093E-12, 4.72447E+09,1330
  2.0093E-12, 4.72447E+09,1340
  2.0091E-12, 4.99507E+09,1350
  2.0091E-12, 4.99507E+09,1360
  2.0087E-12, 5.06422E+09,1370
  2.0087E-12, 5.06422E+09,1380
  2.0082E-12, 4.49396E+09,1390
  2.0080E-12, 4.72461E+09,1400
  2.0080E-12, 4.72461E+09,1410
  2.0081E-12, 4.85307E+09,1420
  2.0081E-12, 4.85307E+09,1430
  2.0081E-12, 5.03623E+09,1440
  2.0081E-12, 5.03623E+09,1450
  2.0082E-12, 4.91020E+09,1460
  2.0082E-12, 4.91020E+09,1470
  2.0084E-12, 3.98627E+09,1480
  2.0087E-12, 4.14425E+09,1490
  2.0087E-12, 4.14425E+09,1500
  2.0087E-12, 4.18375E+09,1510
  2.0085E-12, 3.73488E+09,1520
  2.0085E-12, 3.73488E+09,1530
  2.0084E-12, 3.42285E+09,1540
  2.0084E-12, 3.42285E+09,1550
  2.0084E-12, 3.48264E+09,1560
  2.0079E-12, 3.52285E+09,1570
  2.0079E-12, 3.52285E+09,1580
  2.0079E-12, 3.52285E+09,1590
  2.0077E-12, 3.43494E+09,1600
  2.0076E-12, 3.44838E+09,1610
  2.0076E-12, 3.44838E+09,1620
  2.0077E-12, 3.66467E+09,1630
  2.0077E-12, 3.66467E+09,1640
  2.0079E-12, 3.78401E+09,1650
  2.0083E-12, 3.44300E+09,1660
  2.0083E-12, 3.44300E+09,1670
  2.0084E-12, 3.45250E+09,1680
  2.0084E-12, 3.45250E+09,1690
  2.0081E-12, 3.17325E+09,1700
  2.0081E-12, 3.17325E+09,1710
  2.0074E-12, 3.23587E+09,1720
  2.0074E-12, 3.50334E+09,1730
  2.0074E-12, 3.50334E+09,1740
  2.0075E-12, 3.37993E+09,1750
  2.0075E-12, 3.37993E+09,1760
  2.0074E-12, 3.42253E+09,1770
  2.0080E-12, 3.33568E+09,1780
  2.0080E-12, 3.33568E+09,1790
  2.0080E-12, 3.33568E+09,1800
  2.0083E-12, 2.93185E+09,1810
  2.0088E-12, 2.83788E+09,1820
  2.0088E-12, 2.83788E+09,1830
  2.0084E-12, 2.85724E+09,1840
  2.0084E-12, 2.85724E+09,1850
  2.0081E-12, 2.74722E+09,1860
  2.0081E-12, 2.74722E+09,1870
  2.0083E-12, 2.96275E+09,1880
  2.0088E-12, 3.14285E+09,1890
  2.0088E-12, 3.14285E+09,1900
  2.0088E-12, 3.29022E+09,1910
  2.0088E-12, 3.29022E+09,1920
  2.0094E-12, 3.33847E+09,1930
  2.0097E-12, 3.00958E+09,1940
  2.0097E-12, 3.00958E+09,1950
  2.0099E-12, 3.19916E+09,1960
  2.0097E-12, 3.17910E+09,1970
  2.0097E-12, 3.17910E+09,1980
  2.0097E-12, 3.17910E+09,1990
  2.0090E-12, 3.14150E+09,2000
  2.0089E-12, 3.41405E+09,2010
  2.0089E-12, 3.41405E+09,2020
  2.0090E-12, 3.35280E+09,2030
  2.0090E-12, 3.35280E+09,2040
  2.0092E-12, 3.19558E+09,2050
  2.0089E-12, 3.30225E+09,2060
  2.0089E-12, 3.30225E+09,2070
  2.0088E-12, 3.20825E+09,2080
  2.0088E-12, 3.20825E+09,2090
  2.0087E-12, 3.16615E+09,2100
  2.0087E-12, 3.16615E+09,2110
  2.0092E-12, 3.42660E+09,2120
  2.0092E-12, 3.42660E+09,2130
  2.0089E-12, 3.23032E+09,2140
  2.0084E-12, 2.99716E+09,2150
  2.0084E-12, 2.99716E+09,2160
  2.0080E-12, 3.10587E+09,2170
  2.0080E-12, 3.10587E+09,2180
  2.0084E-12, 2.86765E+09,2190
  2.0085E-12, 3.52290E+09,2200
  2.0085E-12, 3.52290E+09,2210
  2.0086E-12, 3.69782E+09,2220
  2.0086E-12, 3.69782E+09,2230
  2.0090E-12, 3.79478E+09,2240
  2.0090E-12, 3.79478E+09,2250
  2.0093E-12, 3.85431E+09,2260
  2.0088E-12, 4.03621E+09,2270
  2.0088E-12, 4.03621E+09,2280
  2.0083E-12, 3.76356E+09,2290
  2.0083E-12, 3.76356E+09,2300
  2.0082E-12, 3.83759E+09,2310
  2.0082E-12, 3.83759E+09,2320
  2.0079E-12, 4.05463E+09,2330
  2.0079E-12, 4.28501E+09,2340
  2.0079E-12, 4.28501E+09,2350
  2.0070E-12, 4.52663E+09,2360
  2.0070E-12, 4.52663E+09,2370
  2.0058E-12, 3.76078E+09,2380
  2.0048E-12, 4.37029E+09,2390
  2.0048E-12, 4.37029E+09,2400
  2.0038E-12, 4.09983E+09,2410
  2.0038E-12, 4.09983E+09,2420
  2.0030E-12, 4.40485E+09,2430
  2.0030E-12, 4.40485E+09,2440
  2.0034E-12, 4.24370E+09,2450
  2.0035E-12, 4.22532E+09,2460
  2.0035E-12, 4.22532E+09,2470
  2.0034E-12, 3.81617E+09,2480
  2.0034E-12, 3.81617E+09,2490
  2.0037E-12, 3.66195E+09,2500
  2.0037E-12, 3.66195E+09,2510
  2.0041E-12, 3.49750E+09,2520
  2.0046E-12, 3.41295E+09,2530
  2.0046E-12, 3.41295E+09,2540
  2.0059E-12, 3.31261E+09,2550
  2.0059E-12, 3.31261E+09,2560
  2.0064E-12, 2.92813E+09,2570
  2.0064E-12, 2.92813E+09,2580
  2.0074E-12, 3.05101E+09,2590
  2.0080E-12, 2.71885E+09,2600
  2.0080E-12, 2.71885E+09,2610
  2.0074E-12, 2.87662E+09,2620
  2.0074E-12, 2.87662E+09,2630
  2.0074E-12, 3.13412E+09,2640
  2.0074E-12, 3.13412E+09,2650
  2.0073E-12, 3.41984E+09,2660
  2.0070E-12, 4.03146E+09,2670
  2.0070E-12, 4.03146E+09,2680
  2.0070E-12, 4.01919E+09,2690
  2.0070E-12, 4.01919E+09,2700
  2.0072E-12, 3.93146E+09,2710
  2.0075E-12, 3.99389E+09,2720
  2.0075E-12, 3.99389E+09,2730
  2.0085E-12, 4.25271E+09,2740
  2.0085E-12, 4.25271E+09,2750
  2.0085E-12, 3.57587E+09,2760
  2.0085E-12, 3.57587E+09,2770
  2.0083E-12, 3.67118E+09,2780
  2.0086E-12, 3.21329E+09,2790
  2.0086E-12, 3.21329E+09,2800
  2.0084E-12, 3.00569E+09,2810
  2.0084E-12, 3.00569E+09,2820
  2.0084E-12, 3.06672E+09,2830
  2.0089E-12, 3.02687E+09,2840
  2.0089E-12, 3.02687E+09,2850
  2.0092E-12, 3.03987E+09,2860
  2.0092E-12, 3.03987E+09,2870
  2.0093E-12, 3.21862E+09,2880
  2.0093E-12, 3.21862E+09,2890
  2.0090E-12, 3.12700E+09,2900
  2.0090E-12, 3.12700E+09,2910
  2.0086E-12, 2.98051E+09,2920
  2.0092E-12, 2.95432E+09,2930
  2.0092E-12, 2.95432E+09,2940
  2.0092E-12, 2.79852E+09,2950
  2.0092E-12, 2.79852E+09,2960
  2.0090E-12, 2.83769E+09,2970
  2.0090E-12, 2.83769E+09,2980
  2.0090E-12, 2.91279E+09,2990
  2.0090E-12, 2.69042E+09,3000
  2.0090E-12, 2.69042E+09,3010
  2.0091E-12, 2.73932E+09,3020
  2.0091E-12, 2.73932E+09,3030
  2.0089E-12, 2.88694E+09,3040
  2.0086E-12, 2.93110E+09,3050
  2.0086E-12, 2.93110E+09,3060
  2.0088E-12, 3.15141E+09,3070
  2.0088E-12, 3.15141E+09,3080
  2.0087E-12, 3.24252E+09,3090
  2.0084E-12, 3.46142E+09,3100
  2.0084E-12, 3.46142E+09,3110
  2.0085E-12, 3.34158E+09,3120
  2.0085E-12, 3.34158E+09,3130
  2.0086E-12, 3.17206E+09,3140
  2.0086E-12, 3.17206E+09,3150
  2.0089E-12, 2.93259E+09,3160
  2.0090E-12, 2.94966E+09,3170
  2.0090E-12, 2.94966E+09,3180
  2.0086E-12, 2.93739E+09,3190
  2.0086E-12, 2.93739E+09,3200
  2.0083E-12, 2.96691E+09,3210
  2.0083E-12, 2.96691E+09,3220
  2.0088E-12, 2.88278E+09,3230
  2.0081E-12, 2.72490E+09,3240
  2.0081E-12, 2.72490E+09,3250
  2.0083E-12, 2.72140E+09,3260
  2.0083E-12, 2.72140E+09,3270
  2.0081E-12, 2.74146E+09,3280
  2.0078E-12, 2.78911E+09,3290
  2.0078E-12, 2.78911E+09,3300
  2.0074E-12, 3.12640E+09,3310
  2.0074E-12, 3.12640E+09,3320
  2.0074E-12, 3.20204E+09,3330
  2.0074E-12, 3.20204E+09,3340
  2.0071E-12, 3.20567E+09,3350
  2.0071E-12, 3.20567E+09,3360
  2.0073E-12, 3.29668E+09,3370
  2.0075E-12, 3.18371E+09,3380
  2.0075E-12, 3.18371E+09,3390
  2.0072E-12, 3.14174E+09,3400
  2.0072E-12, 3.14174E+09,3410
  2.0083E-12, 3.05308E+09,3420
  2.0082E-12, 3.10559E+09,3430
  2.0082E-12, 3.10559E+09,3440
  2.0082E-12, 3.23067E+09,3450
  2.0082E-12, 3.23067E+09,3460
  2.0085E-12, 3.30392E+09,3470
  2.0085E-12, 3.30392E+09,3480
  2.0092E-12, 3.25350E+09,3490
  2.0092E-12, 3.25350E+09,3500
  2.0088E-12, 3.70414E+09,3510
  2.0094E-12, 4.08230E+09,3520
  2.0094E-12, 4.08230E+09,3530
  2.0091E-12, 3.92381E+09,3540
  2.0091E-12, 3.92381E+09,3550
  2.0094E-12, 4.14185E+09,3560
  2.0094E-12, 4.16980E+09,3570
  2.0094E-12, 4.16980E+09,3580
  2.0080E-12, 4.44571E+09,3590
  2.0080E-12, 4.44571E+09,3600
  2.0078E-12, 4.12693E+09,3610
  2.0078E-12, 4.12693E+09,3620
  2.0071E-12, 4.35700E+09,3630
  2.0072E-12, 5.49968E+09,3640
  2.0072E-12, 5.49968E+09,3650
  2.0072E-12, 6.88494E+09,3660
  2.0072E-12, 6.88494E+09,3670
  2.0076E-12, 5.80740E+09,3680
  2.0072E-12, 4.60121E+09,3690
  2.0072E-12, 4.60121E+09,3700
  2.0074E-12, 4.09846E+09,3710
  2.0074E-12, 4.09846E+09,3720
  2.0069E-12, 3.63400E+09,3730
  2.0069E-12, 3.63400E+09,3740
  2.0068E-12, 3.75985E+09,3750
  2.0072E-12, 3.38037E+09,3760
  2.0072E-12, 3.38037E+09,3770
  2.0070E-12, 3.54931E+09,3780
  2.0070E-12, 3.54931E+09,3790
  2.0074E-12, 3.62139E+09,3800
  2.0075E-12, 3.25431E+09,3810
  2.0075E-12, 3.25431E+09,3820
  2.0074E-12, 3.15125E+09,3830
  2.0074E-12, 3.15125E+09,3840
  2.0077E-12, 3.18971E+09,3850
  2.0077E-12, 3.18971E+09,3860
  2.0078E-12, 3.43027E+09,3870
  2.0081E-12, 3.39982E+09,3880
  2.0081E-12, 3.39982E+09,3890
  2.0082E-12, 3.30252E+09,3900
  2.0082E-12, 3.30252E+09,3910
  2.0077E-12, 3.17043E+09,3920
  2.0077E-12, 3.17043E+09,3930
  2.0078E-12, 3.79808E+09,3940
  2.0078E-12, 3.79808E+09,3950
  2.0081E-12, 3.88144E+09,3960
  2.0086E-12, 3.74968E+09,3970
  2.0086E-12, 3.74968E+09,3980
  2.0089E-12, 3.69826E+09,3990
  2.0089E-12, 3.69826E+09,4000
  2.0087E-12, 3.22703E+09,4010
  2.0082E-12, 3.38012E+09,4020
  2.0082E-12, 3.38012E+09,4030
  2.0083E-12, 3.32330E+09,4040
  2.0075E-12, 3.68744E+09,4050
  2.0075E-12, 3.68744E+09,4060
  2.0074E-12, 4.38753E+09,4070
  2.0074E-12, 4.38753E+09,4080
  2.0076E-12, 5.25013E+09,4090
  2.0076E-12, 5.25013E+09,4100
  2.0078E-12, 4.63435E+09,4110
  2.0076E-12, 4.38461E+09,4120
  2.0076E-12, 4.38461E+09,4130
  2.0075E-12, 4.10086E+09,4140
  2.0075E-12, 4.10086E+09,4150
  2.0073E-12, 4.01023E+09,4160
  2.0070E-12, 3.62623E+09,4170
  2.0070E-12, 3.62623E+09,4180
  2.0070E-12, 3.62623E+09,4190
  2.0066E-12, 3.22195E+09,4200
  2.0065E-12, 3.18281E+09,4210
  2.0065E-12, 3.18281E+09,4220
  2.0060E-12, 3.10405E+09,4230
  2.0060E-12, 3.10405E+09,4240
  2.0057E-12, 2.93680E+09,4250
  2.0058E-12, 2.66463E+09,4260
  2.0058E-12, 2.66463E+09,4270
  2.0051E-12, 2.72608E+09,4280
  2.0051E-12, 2.72608E+09,4290
  2.0051E-12, 2.70904E+09,4300
  2.0051E-12, 2.70904E+09,4310
  2.0045E-12, 2.42770E+09,4320
  2.0030E-12, 2.29004E+09,4330
  2.0030E-12, 2.29004E+09,4340
  2.0020E-12, 2.44338E+09,4350
  2.0020E-12, 2.44338E+09,4360
  2.0018E-12, 2.58528E+09,4370
  2.0018E-12, 2.58528E+09,4380
  2.0011E-12, 2.77661E+09,4390
  2.0009E-12, 2.96334E+09,4400
  2.0009E-12, 2.96334E+09,4410
  2.0004E-12, 3.02297E+09,4420
  2.0004E-12, 3.02297E+09,4430
  1.9997E-12, 3.07646E+09,4440
  1.9993E-12, 2.73473E+09,4450
  1.9993E-12, 2.73473E+09,4460
  1.9978E-12, 2.67624E+09,4470
  1.9978E-12, 2.67624E+09,4480
  1.9974E-12, 2.95507E+09,4490
  1.9973E-12, 3.27058E+09,4500
  1.9973E-12, 3.27058E+09,4510
  1.9970E-12, 3.55650E+09,4520
  1.9970E-12, 3.55650E+09,4530
  1.9965E-12, 3.63372E+09,4540
  1.9965E-12, 3.63372E+09,4550
  1.9962E-12, 3.31791E+09,4560
  1.9968E-12, 3.14302E+09,4570
  1.9968E-12, 3.14302E+09,4580
  1.9963E-12, 2.94486E+09,4590
  1.9963E-12, 2.94486E+09,4600
  1.9959E-12, 3.03648E+09,4610
  1.9954E-12, 3.62074E+09,4620
  1.9954E-12, 3.62074E+09,4630
  1.9957E-12, 4.45647E+09,4640
  1.9957E-12, 4.45647E+09,4650
  1.9954E-12, 5.04347E+09,4660
  1.9954E-12, 5.04347E+09,4670
  1.9958E-12, 4.83141E+09,4680
  1.9958E-12, 4.83141E+09,4690
  1.9962E-12, 4.60321E+09,4700
  1.9962E-12, 4.60321E+09,4710
  1.9957E-12, 4.16108E+09,4720
  1.9952E-12, 4.60764E+09,4730
  1.9952E-12, 4.60764E+09,4740
  1.9943E-12, 4.65121E+09,4750
  1.9943E-12, 4.65121E+09,4760
  1.9943E-12, 5.54466E+09,4770
  1.9943E-12, 5.54466E+09,4780
  1.9948E-12, 4.67693E+09,4790
  1.9947E-12, 4.16670E+09,4800
  1.9947E-12, 4.16670E+09,4810
  1.9943E-12, 3.44713E+09,4820
  1.9943E-12, 3.44713E+09,4830
  1.9941E-12, 3.23576E+09,4840
  1.9941E-12, 3.23576E+09,4850
  1.9940E-12, 3.66890E+09,4860
  1.9935E-12, 3.47533E+09,4870
  1.9935E-12, 3.47533E+09,4880
  1.9940E-12, 3.93791E+09,4890
  1.9940E-12, 3.93791E+09,4900
  1.9944E-12, 3.45586E+09,4910
  1.9944E-12, 3.45586E+09,4920
  1.9945E-12, 3.24275E+09,4930
  1.9947E-12, 2.93578E+09,4940
  1.9947E-12, 2.93578E+09,4950
  1.9938E-12, 3.15486E+09,4960
  1.9938E-12, 3.15486E+09,4970
  1.9937E-12, 3.49423E+09,4980
  1.9940E-12, 3.68985E+09,4990
  1.9940E-12, 3.68985E+09,5000
  1.9940E-12, 3.84212E+09,5010
  1.9940E-12, 3.84212E+09,5020
  1.9938E-12, 3.78451E+09,5030
  1.9938E-12, 3.94333E+09,5040
  1.9938E-12, 3.94333E+09,5050
  1.9937E-12, 3.59051E+09,5060
  1.9937E-12, 3.59051E+09,5070
  1.9938E-12, 3.87141E+09,5080
  1.9938E-12, 3.87141E+09,5090
  1.9938E-12, 3.83269E+09,5100
  1.9938E-12, 3.83269E+09,5110
  1.9933E-12, 4.07480E+09,5120
  1.9937E-12, 3.57147E+09,5130
  1.9937E-12, 3.57147E+09,5140
  1.9934E-12, 3.02962E+09,5150
  1.9934E-12, 3.02962E+09,5160
  1.9929E-12, 3.06514E+09,5170
  1.9929E-12, 3.06514E+09,5180
  1.9928E-12, 2.94065E+09,5190
  1.9920E-12, 2.83235E+09,5200
  1.9920E-12, 2.83235E+09,5210
  1.9922E-12, 3.02921E+09,5220
  1.9922E-12, 3.02921E+09,5230
  1.9920E-12, 3.22959E+09,5240
  1.9915E-12, 3.24184E+09,5250
  1.9915E-12, 3.24184E+09,5260
  1.9918E-12, 3.31047E+09,5270
  1.9918E-12, 3.31047E+09,5280
  1.9921E-12, 3.18653E+09,5290
  1.9921E-12, 3.18653E+09,5300
  1.9924E-12, 3.54298E+09,5310
  1.9926E-12, 3.89083E+09,5320
  1.9926E-12, 3.89083E+09,5330
  1.9923E-12, 3.50764E+09,5340
  1.9923E-12, 3.50764E+09,5350
  1.9926E-12, 3.48336E+09,5360
  1.9926E-12, 3.48336E+09,5370
  1.9927E-12, 3.36567E+09,5380
  1.9925E-12, 3.46690E+09,5390
  1.9925E-12, 3.46690E+09,5400
  1.9924E-12, 3.46904E+09,5410
  1.9924E-12, 3.46904E+09,5420
  1.9925E-12, 3.79164E+09,5430
  1.9925E-12, 3.88424E+09,5440
  1.9925E-12, 3.88424E+09,5450
  1.9927E-12, 4.03620E+09,5460
  1.9927E-12, 4.03620E+09,5470
  1.9928E-12, 4.03123E+09,5480
  1.9932E-12, 3.87419E+09,5490
  1.9932E-12, 3.87419E+09,5500
  1.9938E-12, 4.06970E+09,5510
  1.9938E-12, 4.06970E+09,5520
  1.9934E-12, 4.13585E+09,5530
  1.9934E-12, 4.13585E+09,5540
  1.9936E-12, 4.00705E+09,5550
  1.9935E-12, 3.60227E+09,5560
  1.9935E-12, 3.60227E+09,5570
  1.9934E-12, 3.68554E+09,5580
  1.9934E-12, 3.68554E+09,5590
  1.9932E-12, 3.76501E+09,5600
  1.9932E-12, 3.76501E+09,5610
  1.9932E-12, 3.94422E+09,5620
  1.9930E-12, 3.73466E+09,5630
  1.9930E-12, 3.73466E+09,5640
  1.9931E-12, 3.94837E+09,5650
  1.9931E-12, 3.94837E+09,5660
  1.9935E-12, 3.91405E+09,5670
  1.9932E-12, 4.16236E+09,5680
  1.9932E-12, 4.16236E+09,5690
  1.9932E-12, 4.17982E+09,5700
  1.9932E-12, 4.17982E+09,5710
  1.9927E-12, 4.04096E+09,5720
  1.9927E-12, 4.04096E+09,5730
  1.9925E-12, 4.18058E+09,5740
  1.9925E-12, 4.18058E+09,5750
  1.9926E-12, 4.15427E+09,5760
  1.9927E-12, 3.57364E+09,5770
  1.9927E-12, 3.57364E+09,5780
  1.9925E-12, 3.53029E+09,5790
  1.9927E-12, 3.47173E+09,5800
  1.9927E-12, 3.47173E+09,5810
  1.9925E-12, 3.08162E+09,5820
  1.9925E-12, 3.08162E+09,5830
  1.9920E-12, 3.32106E+09,5840
  1.9920E-12, 3.32106E+09,5850
  1.9921E-12, 3.14282E+09,5860
  1.9921E-12, 3.14282E+09,5870
  1.9920E-12, 3.06744E+09,5880
  1.9924E-12, 3.30207E+09,5890
  1.9924E-12, 3.30207E+09,5900
  1.9927E-12, 3.22496E+09,5910
  1.9927E-12, 3.22496E+09,5920
  1.9928E-12, 3.20782E+09,5930
  1.9931E-12, 3.37724E+09,5940
  1.9931E-12, 3.37724E+09,5950
  1.9935E-12, 3.45151E+09,5960
  1.9935E-12, 3.45151E+09,5970
  1.9935E-12, 3.60491E+09,5980
  1.9935E-12, 3.60491E+09,5990
  1.9937E-12, 3.45287E+09,6000
  1.9937E-12, 3.45287E+09,6010
  1.9940E-12, 3.29296E+09,6020
  1.9944E-12, 3.13415E+09,6030
  1.9944E-12, 3.13415E+09,6040
  1.9950E-12, 3.04802E+09,6050
  1.9950E-12, 3.04802E+09,6060
  1.9948E-12, 2.72959E+09,6070
  1.9945E-12, 2.61873E+09,6080
  1.9945E-12, 2.61873E+09,6090
  1.9944E-12, 2.57357E+09,6100
  1.9944E-12, 2.57357E+09,6110
  1.9945E-12, 2.51995E+09,6120
  1.9945E-12, 2.51995E+09,6130
  1.9942E-12, 2.54427E+09,6140
  1.9944E-12, 2.60087E+09,6150
  1.9944E-12, 2.60087E+09,6160
  1.9947E-12, 2.84921E+09,6170
  1.9945E-12, 2.63168E+09,6180
  1.9945E-12, 2.63168E+09,6190
  1.9941E-12, 2.77493E+09,6200
  1.9941E-12, 2.77493E+09,6210
  1.9940E-12, 2.74662E+09,6220
  1.9940E-12, 2.74662E+09,6230
  1.9941E-12, 3.07476E+09,6240
  1.9941E-12, 3.07476E+09,6250
  1.9948E-12, 3.19211E+09,6260
  1.9950E-12, 3.20952E+09,6270
  1.9950E-12, 3.20952E+09,6280
  1.9950E-12, 3.56239E+09,6290
  1.9950E-12, 3.56239E+09,6300
  1.9949E-12, 3.17754E+09,6310
  1.9949E-12, 2.90824E+09,6320
  1.9949E-12, 2.90824E+09,6330
  1.9944E-12, 2.75363E+09,6340
  1.9944E-12, 2.75363E+09,6350
  1.9939E-12, 3.27216E+09,6360
  1.9939E-12, 3.27216E+09,6370
  1.9942E-12, 3.51003E+09,6380
  1.9942E-12, 3.51003E+09,6390
  1.9940E-12, 3.91632E+09,6400
  1.9942E-12, 4.18743E+09,6410
  1.9942E-12, 4.18743E+09,6420
  1.9945E-12, 4.20700E+09,6430
  1.9945E-12, 4.20700E+09,6440
  1.9944E-12, 3.89264E+09,6450
  1.9938E-12, 3.35198E+09,6460
  1.9938E-12, 3.35198E+09,6470
  1.9928E-12, 3.33526E+09,6480
  1.9928E-12, 3.33526E+09,6490
  1.9919E-12, 3.65583E+09,6500
  1.9919E-12, 3.65583E+09,6510
  1.9914E-12, 3.63834E+09,6520
  1.9914E-12, 3.63834E+09,6530
  1.9909E-12, 3.65906E+09,6540
  1.9902E-12, 3.65322E+09,6550
  1.9902E-12, 3.65322E+09,6560
  1.9902E-12, 3.61933E+09,6570
  1.9899E-12, 3.11337E+09,6580
  1.9899E-12, 3.11337E+09,6590
  1.9899E-12, 3.11337E+09,6600
  1.9892E-12, 3.13183E+09,6610
  1.9890E-12, 3.22131E+09,6620
  1.9890E-12, 3.22131E+09,6630
  1.9890E-12, 3.15158E+09,6640
  1.9890E-12, 3.15158E+09,6650
  1.9889E-12, 3.15647E+09,6660
  1.9886E-12, 3.27236E+09,6670
  1.9886E-12, 3.27236E+09,6680
  1.9892E-12, 3.95436E+09,6690
