None,Cp,time
  5.8107E-12,0
  5.8106E-12,20
  5.8105E-12,40
  5.8108E-12,60
  5.8107E-12,80
  5.8104E-12,100
  5.8101E-12,120
  5.8100E-12,140
  5.8094E-12,160
  5.8097E-12,180
  5.8100E-12,200
  5.8109E-12,220
  5.8117E-12,240
  5.8131E-12,260
  5.8153E-12,280
  5.8169E-12,300
  5.8195E-12,320
  5.8235E-12,340
  5.8261E-12,360
  5.8276E-12,380
  5.8293E-12,400
  5.8307E-12,420
  5.8312E-12,440
  5.8321E-12,460
  5.8320E-12,480
  5.8323E-12,500
  5.8323E-12,520
  5.8319E-12,540
  5.8320E-12,560
  5.8316E-12,580
  5.8313E-12,600
  5.8311E-12,620
  5.8313E-12,640
  5.8310E-12,660
  5.8313E-12,680
  5.8310E-12,700
  5.8314E-12,720
  5.8314E-12,740
  5.8310E-12,760
  5.8312E-12,780
  5.8308E-12,800
  5.8306E-12,820
  5.8299E-12,840
  5.8296E-12,860
  5.8291E-12,880
  5.8279E-12,900
  5.8276E-12,920
  5.8253E-12,940
  5.8246E-12,960
  5.8229E-12,980
  5.8218E-12,1000
  5.8208E-12,1020
  5.8188E-12,1040
  5.8175E-12,1060
  5.8135E-12,1080
  5.8113E-12,1100
  5.8090E-12,1120
  5.8064E-12,1140
  5.8037E-12,1160
  5.7971E-12,1180
  5.7939E-12,1200
  5.7902E-12,1220
  5.7868E-12,1240
  5.7828E-12,1260
  5.7793E-12,1280
  5.7706E-12,1300
  5.7666E-12,1320
  5.7617E-12,1340
  5.7567E-12,1360
  5.7517E-12,1380
  5.7461E-12,1400
  5.7407E-12,1420
  5.7285E-12,1440
  5.7225E-12,1460
  5.7155E-12,1480
  5.7084E-12,1500
  5.7005E-12,1520
  5.6916E-12,1540
  5.6722E-12,1560
  5.6613E-12,1580
  5.6488E-12,1600
  5.6341E-12,1620
  5.6167E-12,1640
  5.5925E-12,1660
  5.9925E-12,1680
  6.3323E-12,1700
  6.6864E-12,1720
  7.0237E-12,1740
  7.3909E-12,1760
  7.9275E-12,1780
  9.1577E-12,1800
  9.8306E-12,1820
 10.4931E-12,1840
 10.6673E-12,1860
 10.8837E-12,1880
 11.2666E-12,1900
 11.4600E-12,1920
 11.5333E-12,1940
 11.5881E-12,1960
 11.6126E-12,1980
 11.6057E-12,2000
 11.5981E-12,2020
 11.6590E-12,2040
 11.7174E-12,2060
 11.7817E-12,2080
 11.8460E-12,2100
 11.8857E-12,2120
 11.8981E-12,2140
 11.8791E-12,2160
 11.8708E-12,2180
 11.8735E-12,2200
 11.8908E-12,2220
 11.9225E-12,2240
 11.9584E-12,2260
 11.9795E-12,2280
 11.9673E-12,2300
 11.9524E-12,2320
 11.9451E-12,2340
 11.9483E-12,2360
 11.9765E-12,2380
 11.9903E-12,2400
 11.9946E-12,2420
 11.9889E-12,2440
 11.9787E-12,2460
 11.9714E-12,2480
 11.9726E-12,2500
 11.9933E-12,2520
 12.0015E-12,2540
 12.0037E-12,2560
 12.0007E-12,2580
 11.9962E-12,2600
 11.9937E-12,2620
 11.9954E-12,2640
 12.0091E-12,2660
 12.0139E-12,2680
 12.0152E-12,2700
 12.0125E-12,2720
 12.0104E-12,2740
 12.0099E-12,2760
 12.0159E-12,2780
 12.0201E-12,2800
 12.0234E-12,2820
 12.0244E-12,2840
 12.0234E-12,2860
 12.0228E-12,2880
 12.0251E-12,2900
 12.0285E-12,2920
 12.0318E-12,2940
 12.0339E-12,2960
 12.0340E-12,2980
 12.0333E-12,3000
 12.0330E-12,3020
 12.0362E-12,3040
 12.0390E-12,3060
 12.0410E-12,3080
 12.0421E-12,3100
 12.0418E-12,3120
 12.0429E-12,3140
 12.0444E-12,3160
 12.0462E-12,3180
 12.0483E-12,3200
 12.0496E-12,3220
 12.0506E-12,3240
 12.0511E-12,3260
 12.0520E-12,3280
 12.0535E-12,3300
 12.0548E-12,3320
 12.0564E-12,3340
 12.0572E-12,3360
 12.0579E-12,3380
 12.0584E-12,3400
 12.0594E-12,3420
 12.0609E-12,3440
 12.0624E-12,3460
 12.0634E-12,3480
 12.0654E-12,3500
 12.0664E-12,3520
 12.0673E-12,3540
 12.0686E-12,3560
 12.0697E-12,3580
 12.0709E-12,3600
 12.0721E-12,3620
 12.0733E-12,3640
 12.0737E-12,3660
 12.0745E-12,3680
 12.0755E-12,3700
 12.0765E-12,3720
 12.0773E-12,3740
 12.0787E-12,3760
 12.0796E-12,3780
 12.0805E-12,3800
 12.0817E-12,3820
 12.0826E-12,3840
 12.0835E-12,3860
 12.0851E-12,3880
 12.0858E-12,3900
 12.0866E-12,3920
 12.0874E-12,3940
 12.0879E-12,3960
 12.0894E-12,3980
 12.0902E-12,4000
 12.0911E-12,4020
 12.0913E-12,4040
 12.0925E-12,4060
 12.0931E-12,4080
 12.0949E-12,4100
 12.0956E-12,4120
 12.0963E-12,4140
 12.0970E-12,4160
 12.0975E-12,4180
 12.0982E-12,4200
 12.0990E-12,4220
 12.1005E-12,4240
 12.1014E-12,4260
 12.1018E-12,4280
 12.1021E-12,4300
 12.1028E-12,4320
 12.1034E-12,4340
 12.1050E-12,4360
 12.1054E-12,4380
 12.1058E-12,4400
 12.1061E-12,4420
 12.1071E-12,4440
 12.1076E-12,4460
 12.1089E-12,4480
 12.1091E-12,4500
 12.1099E-12,4520
 12.1103E-12,4540
 12.1110E-12,4560
 12.1119E-12,4580
 12.1126E-12,4600
 12.1132E-12,4620
 12.1143E-12,4640
 12.1146E-12,4660
 12.1151E-12,4680
 12.1157E-12,4700
 12.1167E-12,4720
 12.1169E-12,4740
 12.1177E-12,4760
 12.1179E-12,4780
 12.1182E-12,4800
 12.1186E-12,4820
 12.1194E-12,4840
 12.1197E-12,4860
 12.1203E-12,4880
 12.1210E-12,4900
 12.1215E-12,4920
 12.1224E-12,4940
 12.1233E-12,4960
 12.1236E-12,4980
 12.1245E-12,5000
 12.1253E-12,5020
 12.1255E-12,5040
 12.1265E-12,5060
 12.1269E-12,5080
 12.1271E-12,5100
 12.1276E-12,5120
 12.1282E-12,5140
 12.1286E-12,5160
 12.1296E-12,5180
 12.1305E-12,5200
 12.1304E-12,5220
 12.1314E-12,5240
 12.1316E-12,5260
 12.1320E-12,5280
 12.1326E-12,5300
 12.1332E-12,5320
 12.1329E-12,5340
 12.1336E-12,5360
 12.1339E-12,5380
 12.1342E-12,5400
 12.1340E-12,5420
 12.1350E-12,5440
 12.1350E-12,5460
 12.1358E-12,5480
 12.1353E-12,5500
 12.1359E-12,5520
 12.1360E-12,5540
 12.1367E-12,5560
 12.1371E-12,5580
 12.1372E-12,5600
 12.1369E-12,5620
 12.1372E-12,5640
 12.1371E-12,5660
 12.1379E-12,5680
 12.1379E-12,5700
 12.1385E-12,5720
 12.1381E-12,5740
 12.1390E-12,5760
 12.1395E-12,5780
 12.1412E-12,5800
 12.1420E-12,5820
 12.1425E-12,5840
 12.1430E-12,5860
 12.1441E-12,5880
 12.1444E-12,5900
 12.1453E-12,5920
 12.1462E-12,5940
 12.1461E-12,5960
 12.1469E-12,5980
 12.1472E-12,6000
 12.1477E-12,6020
 12.1483E-12,6040
 12.1488E-12,6060
 12.1489E-12,6080
 12.1502E-12,6100
 12.1500E-12,6120
 12.1509E-12,6140
 12.1505E-12,6160
 12.1518E-12,6180
 12.1523E-12,6200
 12.1532E-12,6220
 12.1533E-12,6240
 12.1540E-12,6260
 12.1547E-12,6280
 12.1547E-12,6300
 12.1556E-12,6320
 12.1554E-12,6340
 12.1558E-12,6360
 12.1559E-12,6380
 12.1564E-12,6400
 12.1568E-12,6420
 12.1572E-12,6440
 12.1568E-12,6460
 12.1576E-12,6480
 12.1571E-12,6500
 12.1579E-12,6520
 12.1575E-12,6540
 12.1573E-12,6560
 12.1577E-12,6580
 12.1573E-12,6600
 12.1572E-12,6620
 12.1571E-12,6640
 12.1578E-12,6660
 12.1574E-12,6680
 12.1585E-12,6700
 12.1584E-12,6720
 12.1592E-12,6740
 12.1592E-12,6760
 12.1607E-12,6780
 12.1616E-12,6800
 12.1618E-12,6820
 12.1623E-12,6840
 12.1624E-12,6860
 12.1624E-12,6880
 12.1627E-12,6900
 12.1627E-12,6920
 12.1624E-12,6940
 12.1629E-12,6960
 12.1625E-12,6980
 12.1631E-12,7000
 12.1625E-12,7020
 12.1627E-12,7040
 12.1634E-12,7060
 12.1632E-12,7080
 12.1639E-12,7100
 12.1638E-12,7120
 12.1640E-12,7140
 12.1644E-12,7160
 12.1649E-12,7180
 12.1650E-12,7200
 12.1656E-12,7220
 12.1652E-12,7240
 12.1657E-12,7260
 12.1661E-12,7280
 12.1658E-12,7300
 12.1663E-12,7320
 12.1659E-12,7340
 12.1665E-12,7360
 12.1664E-12,7380
 12.1670E-12,7400
 12.1675E-12,7420
 12.1680E-12,7440
 12.1681E-12,7460
 12.1688E-12,7480
 12.1688E-12,7500
 12.1696E-12,7520
 12.1707E-12,7540
 12.1705E-12,7560
 12.1712E-12,7580
 12.1712E-12,7600
 12.1721E-12,7620
 12.1723E-12,7640
 12.1736E-12,7660
 12.1744E-12,7680
 12.1753E-12,7700
 12.1761E-12,7720
 12.1771E-12,7740
 12.1773E-12,7760
 12.1786E-12,7780
 12.1799E-12,7800
 12.1798E-12,7820
 12.1805E-12,7840
 12.1801E-12,7860
 12.1809E-12,7880
 12.1816E-12,7900
 12.1817E-12,7920
 12.1822E-12,7940
 12.1822E-12,7960
 12.1824E-12,7980
 12.1829E-12,8000
 12.1838E-12,8020
 12.1837E-12,8040
 12.1843E-12,8060
 12.1842E-12,8080
 12.1849E-12,8100
 12.1854E-12,8120
 12.1855E-12,8140
 12.1859E-12,8160
 12.1855E-12,8180
 12.1859E-12,8200
 12.1860E-12,8220
 12.1866E-12,8240
 12.1870E-12,8260
 12.1873E-12,8280
 12.1875E-12,8300
 12.1874E-12,8320
 12.1879E-12,8340
 12.1888E-12,8360
 12.1889E-12,8380
 12.1889E-12,8400
 12.1892E-12,8420
 12.1891E-12,8440
 12.1889E-12,8460
 12.1890E-12,8480
 12.1896E-12,8500
 12.1900E-12,8520
 12.1897E-12,8540
 12.1902E-12,8560
 12.1901E-12,8580
 12.1908E-12,8600
 12.1917E-12,8620
 12.1916E-12,8640
 12.1923E-12,8660
 12.1921E-12,8680
 12.1924E-12,8700
 12.1927E-12,8720
 12.1928E-12,8740
 12.1931E-12,8760
 12.1928E-12,8780
 12.1933E-12,8800
 12.1937E-12,8820
 12.1941E-12,8840
 12.1947E-12,8860
 12.1951E-12,8880
 12.1955E-12,8900
 12.1956E-12,8920
 12.1959E-12,8940
 12.1962E-12,8960
 12.1960E-12,8980
 12.1962E-12,9000
 12.1962E-12,9020
 12.1963E-12,9040
 12.1963E-12,9060
 12.1963E-12,9080
 12.1966E-12,9100
 12.1966E-12,9120
 12.1967E-12,9140
 12.1969E-12,9160
 12.1968E-12,9180
 12.1971E-12,9200
 12.1971E-12,9220
 12.1973E-12,9240
 12.1974E-12,9260
 12.1971E-12,9280
 12.1970E-12,9300
 12.1971E-12,9320
 12.1964E-12,9340
 12.1958E-12,9360
 12.1955E-12,9380
 12.1949E-12,9400
 12.1941E-12,9420
 12.1934E-12,9440
 12.1928E-12,9460
 12.1919E-12,9480
 12.1916E-12,9500
 12.1911E-12,9520
 12.1911E-12,9540
 12.1907E-12,9560
 12.1907E-12,9580
 12.1907E-12,9600
 12.1904E-12,9620
 12.1903E-12,9640
 12.1906E-12,9660
 12.1914E-12,9680
 12.1916E-12,9700
 12.1921E-12,9720
 12.1925E-12,9740
 12.1931E-12,9760
 12.1937E-12,9780
 12.1951E-12,9800
 12.1956E-12,9820
 12.1961E-12,9840
 12.1964E-12,9860
 12.1967E-12,9880
 12.1969E-12,9900
 12.1972E-12,9920
 12.1977E-12,9940
 12.1976E-12,9960
 12.1975E-12,9980
 12.1981E-12,10000
 12.1986E-12,10020
